path,emotion,source,intensity,augment_flag
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0013/Surprise/0013_001697.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0013/Happy/0013_000947.wav,happy,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1065_IOM_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_01/03-01-08-01-02-02-01.wav,surprise,RAVDESS,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_doll_disgust.wav,disgust,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0001/Angry/0001_000603.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0011/Angry/0011_000541.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Happy/0009_000918.wav,happy,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_cause_disgust.wav,disgust,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Angry/0005_000442.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0010/Angry/0010_000593.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0003/Happy/0003_001050.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0010/Angry/0010_000612.wav,angry,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1009_IEO_DIS_LO.wav,disgust,CREMA-D,low,False
/kaggle/input/cremad/AudioWAV/1074_WSI_ANG_XX.wav,angry,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0013/Neutral/0013_000256.wav,neutral,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1050_ITH_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0020/Angry/0020_000588.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0019/Angry/0019_000556.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0017/Neutral/0017_000047.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0007/Surprise/0007_001736.wav,surprise,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1039_MTI_ANG_XX.wav,angry,CREMA-D,unspecified,False
/kaggle/input/cremad/AudioWAV/1001_TIE_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0010/Happy/0010_000974.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Angry/0009_000396.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0008/Neutral/0008_000242.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0017/Angry/0017_000475.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0002/Happy/0002_000831.wav,happy,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1083_ITH_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0014/Surprise/0014_001586.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0013/Neutral/0013_000326.wav,neutral,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1044_IOM_NEU_XX.wav,neutral,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0008/Angry/0008_000411.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0019/Neutral/0019_000299.wav,neutral,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_angry/YAF_whip_angry.wav,angry,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Surprise/0009_001450.wav,surprise,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Sad/OAF_chalk_sad.wav,sad,TESS,normal,False
/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_11/03-01-07-01-01-02-11.wav,disgust,RAVDESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Surprise/0005_001500.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Surprise/0005_001472.wav,surprise,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_kite_neutral.wav,neutral,TESS,normal,False
/kaggle/input/cremad/AudioWAV/1037_IOM_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0006/Sad/0006_001391.wav,sad,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_burn_ps.wav,surprise,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0012/Happy/0012_000710.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0001/Neutral/0001_000276.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0011/Surprise/0011_001597.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0003/Sad/0003_001287.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0010/Surprise/0010_001681.wav,surprise,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1045_IOM_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0015/Neutral/0015_000282.wav,neutral,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_love_ps.wav,surprise,TESS,normal,False
/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-07-02-02-01-05.wav,disgust,RAVDESS,strong,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0020/Sad/0020_001192.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0002/Neutral/0002_000186.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0016/Angry/0016_000557.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0016/Neutral/0016_000326.wav,neutral,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1061_WSI_NEU_XX.wav,neutral,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0003/Neutral/0003_000252.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0002/Happy/0002_000927.wav,happy,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1069_IEO_FEA_MD.wav,fear,CREMA-D,medium,False
/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-06-02-02-02-21.wav,fear,RAVDESS,strong,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0016/Neutral/0016_000314.wav,neutral,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1016_ITS_SAD_XX.wav,sad,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0020/Surprise/0020_001738.wav,surprise,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1004_TSI_ANG_XX.wav,angry,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0014/Surprise/0014_001533.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0017/Sad/0017_001376.wav,sad,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1057_IEO_DIS_MD.wav,disgust,CREMA-D,medium,False
/kaggle/input/cremad/AudioWAV/1033_DFA_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/cremad/AudioWAV/1013_TIE_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/cremad/AudioWAV/1038_ITH_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_moon_ps.wav,surprise,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0019/Sad/0019_001383.wav,sad,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_fear/YAF_talk_fear.wav,fear,TESS,normal,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_01/03-01-07-02-01-01-01.wav,disgust,RAVDESS,strong,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0001/Sad/0001_001288.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0007/Sad/0007_001344.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0019/Surprise/0019_001431.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0017/Surprise/0017_001407.wav,surprise,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_sad/YAF_whip_sad.wav,sad,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0003/Sad/0003_001087.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0011/Sad/0011_001382.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0010/Neutral/0010_000282.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0013/Neutral/0013_000202.wav,neutral,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_hall_sad.wav,sad,TESS,normal,False
/kaggle/input/cremad/AudioWAV/1068_IEO_SAD_HI.wav,sad,CREMA-D,high,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0003/Sad/0003_001385.wav,sad,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-05-02-02-02-16.wav,angry,RAVDESS,strong,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0015/Surprise/0015_001481.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0020/Sad/0020_001218.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0017/Neutral/0017_000075.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Neutral/0009_000191.wav,neutral,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_shirt_happy.wav,happy,TESS,normal,False
/kaggle/input/cremad/AudioWAV/1013_IOM_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_16/03-01-07-02-02-02-16.wav,disgust,RAVDESS,strong,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0015/Sad/0015_001364.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0018/Happy/0018_000969.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0019/Happy/0019_000998.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Neutral/0005_000144.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0020/Surprise/0020_001750.wav,surprise,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_16/03-01-07-02-01-02-16.wav,disgust,RAVDESS,strong,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Fear/OAF_have_fear.wav,fear,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0016/Neutral/0016_000181.wav,neutral,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1081_TSI_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0011/Surprise/0011_001514.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0012/Sad/0012_001116.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0016/Surprise/0016_001711.wav,surprise,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1003_IWL_ANG_XX.wav,angry,CREMA-D,unspecified,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_happy/YAF_half_happy.wav,happy,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0011/Happy/0011_000962.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0013/Surprise/0013_001429.wav,surprise,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_angry/OAF_mode_angry.wav,angry,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0001/Neutral/0001_000174.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0016/Angry/0016_000461.wav,angry,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_happy/YAF_raid_happy.wav,happy,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Angry/0005_000357.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0015/Sad/0015_001173.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0003/Happy/0003_000839.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0017/Neutral/0017_000115.wav,neutral,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_sad/YAF_mood_sad.wav,sad,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0018/Sad/0018_001306.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0003/Angry/0003_000571.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0017/Surprise/0017_001605.wav,surprise,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1013_IWL_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0002/Happy/0002_000733.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0013/Surprise/0013_001716.wav,surprise,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1073_IWL_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/cremad/AudioWAV/1089_DFA_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_lot_ps.wav,surprise,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0007/Angry/0007_000370.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0003/Angry/0003_000611.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0015/Sad/0015_001217.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0014/Surprise/0014_001617.wav,surprise,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-05-02-02-01-17.wav,angry,RAVDESS,strong,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0003/Surprise/0003_001612.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0018/Angry/0018_000585.wav,angry,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1004_ITH_NEU_XX.wav,neutral,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0007/Angry/0007_000419.wav,angry,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_fear/YAF_check_fear.wav,fear,TESS,normal,False
/kaggle/input/cremad/AudioWAV/1090_MTI_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_home_neutral.wav,neutral,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0007/Sad/0007_001212.wav,sad,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1077_TAI_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0001/Surprise/0001_001507.wav,surprise,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_rag_happy.wav,happy,TESS,normal,False
/kaggle/input/cremad/AudioWAV/1019_IEO_DIS_LO.wav,disgust,CREMA-D,low,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0016/Happy/0016_000781.wav,happy,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1010_IWL_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Sad/0009_001178.wav,sad,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1040_TSI_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_bone_ps.wav,surprise,TESS,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_mouse_neutral.wav,neutral,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0020/Happy/0020_000785.wav,happy,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_03/03-01-07-02-01-01-03.wav,disgust,RAVDESS,strong,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0002/Neutral/0002_000215.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0003/Neutral/0003_000286.wav,neutral,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1075_IOM_HAP_XX.wav,happy,CREMA-D,unspecified,False
/kaggle/input/cremad/AudioWAV/1070_IEO_DIS_HI.wav,disgust,CREMA-D,high,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0019/Happy/0019_000803.wav,happy,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1066_ITH_HAP_XX.wav,happy,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0019/Surprise/0019_001679.wav,surprise,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_disgust/OAF_haze_disgust.wav,disgust,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0008/Angry/0008_000430.wav,angry,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_vine_sad.wav,sad,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0017/Angry/0017_000436.wav,angry,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1011_IWW_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0018/Surprise/0018_001614.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0013/Surprise/0013_001656.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Surprise/0005_001709.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0004/Surprise/0004_001740.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0012/Happy/0012_000848.wav,happy,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_void_disgust.wav,disgust,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0001/Happy/0001_000963.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0007/Sad/0007_001106.wav,sad,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1075_IEO_FEA_LO.wav,fear,CREMA-D,low,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_15/03-01-02-02-02-02-15.wav,neutral,RAVDESS,strong,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0002/Sad/0002_001191.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0017/Happy/0017_000895.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Neutral/0009_000308.wav,neutral,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1035_IEO_SAD_LO.wav,sad,CREMA-D,low,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0010/Happy/0010_000855.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0020/Sad/0020_001187.wav,sad,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Fear/OAF_gap_fear.wav,fear,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Happy/0009_000705.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Angry/0005_000620.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0019/Neutral/0019_000008.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0006/Surprise/0006_001718.wav,surprise,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_time_angry.wav,angry,TESS,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_fit_fear.wav,fear,TESS,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_kite_disgust.wav,disgust,TESS,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_angry/YAF_search_angry.wav,angry,TESS,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_cool_neutral.wav,neutral,TESS,normal,False
